,age,income,city,education,target
984,49.0,63757.72216207828,SF,Bachelors,187.6045227671358
985,,76162.73806649024,NY,Masters,143.22281518623257
986,28.0,54547.08970153089,LA,Bachelors,91.46044311906265
987,38.0,69427.88967963523,LA,Bachelors,137.06314950840715
988,41.0,74791.01850393371,NY,Masters,172.09331151809732
989,41.0,71939.7639722519,,PhD,187.68045318611206
990,43.0,76225.97642403976,,Bachelors,153.93304646919404
991,49.0,60339.30976430813,LA,Masters,160.579860846358
992,28.0,87280.47104214274,NY,Bachelors,96.39882480104951
993,22.0,97332.53424093561,,Masters,119.7956041264287
994,53.0,,LA,Bachelors,175.28544340920678
995,34.0,51766.03006068627,LA,Masters,142.85093312224873
996,51.0,70646.24512036578,NY,Bachelors,159.69140374268883
997,44.0,66151.7352917069,NY,Bachelors,152.6398680398583
998,40.0,98446.18608659174,NY,,150.33602791306413
999,53.0,73296.76485136691,SF,Bachelors,186.44164772637163
1000,51.0,90888.17880588936,LA,PhD,208.599094243697
1001,50.0,39263.141703196,SF,PhD,205.52006709611507
1002,50.0,82212.54224998527,NY,Masters,180.5823435867843
1003,51.0,59267.24771112519,SF,Bachelors,180.23259452349998
1004,37.0,59026.86145570514,NY,Bachelors,141.1866158505902
1005,40.0,66274.62960381815,LA,Masters,143.70638787213468
1006,39.0,48631.245404033616,SF,PhD,191.71959125549543
1007,22.0,76641.78287982779,NY,Bachelors,112.11191839574258
1008,35.0,72860.72450075192,LA,Masters,128.23371745601338
1009,23.0,73992.88372280906,NY,PhD,131.81312155181334
1010,49.0,83305.46533199359,NY,PhD,208.5098145310413
1011,51.0,92721.7306929123,LA,Bachelors,178.48415296908726
1012,,64544.33426368679,LA,Bachelors,184.44136622435866
1013,25.0,77160.25959604711,LA,Bachelors,85.72404768349973
1014,22.0,74394.82312502469,LA,Masters,102.95751562223217
1015,29.0,75664.21759493409,LA,Bachelors,113.12850222145228
1016,50.0,75888.96496698975,NY,Bachelors,157.90987292495086
1017,24.0,,NY,Masters,105.97049997334581
1018,53.0,63104.8469726606,SF,Bachelors,179.57436371334353
1019,31.0,47113.961451944764,NY,Bachelors,123.98089394246371
1020,31.0,59531.89347076169,LA,Masters,109.18913328040995
1021,40.0,81359.00400303108,NY,Masters,149.3235722834055
1022,55.0,70349.94262970766,LA,Masters,186.0505965566617
1023,54.0,,LA,Bachelors,176.42462793219119
1024,44.0,53852.54097385537,NY,,168.05620906990856
1025,49.0,73319.29182595799,NY,Masters,182.17961951236524
1026,53.0,79667.59412910714,LA,Bachelors,173.7359209556619
1027,28.0,74588.08082644042,NY,Masters,141.9561013378207
1028,50.0,,NY,Bachelors,180.50312066996176
1029,29.0,72199.61926446193,LA,Bachelors,82.9743688098987
1030,,72112.64449836123,NY,Bachelors,96.86508490461321
1031,24.0,72845.45396826493,SF,Bachelors,120.03897680291146
1032,,52235.42573471319,LA,Bachelors,159.58728433960093
1033,44.0,72959.89525922317,NY,Masters,172.32826192222126
1034,29.0,63391.052973007085,LA,Bachelors,94.44377914031577
1035,58.0,85609.27909014639,,PhD,204.15424247923673
1036,24.0,71993.77962625411,NY,Masters,108.88943357575602
1037,54.0,82532.18832734338,LA,Bachelors,169.37647634559983
1038,49.0,65473.279194253715,NY,Bachelors,158.3207106515256
1039,29.0,66014.29243582813,NY,Masters,97.69395004670193
1040,55.0,92413.76869384498,NY,Masters,182.41366060846943
1041,56.0,76545.02782623262,,Bachelors,176.61930989785802
1042,53.0,59282.28201391392,NY,Bachelors,159.24646638134112
1043,45.0,83454.61657930711,LA,Masters,146.70289018226427
1044,35.0,62000.42899858194,LA,Bachelors,138.48972346485021
1045,53.0,73385.47206717284,LA,PhD,198.34919994104294
1046,37.0,97550.11946289107,LA,Masters,135.54085768473072
1047,25.0,48530.76418542919,,Bachelors,119.11466484467087
1048,58.0,,LA,Bachelors,187.15522507344392
1049,42.0,76124.07461353045,LA,Bachelors,158.45111962909206
1050,,81470.47501997011,NY,Masters,160.81254918109988
1051,52.0,51381.49138958691,SF,,184.40334795183352
1052,39.0,46963.14597137473,NY,,122.05044683542292
1053,28.0,86361.24027985639,NY,Masters,116.42962579712436
1054,31.0,59193.77714794244,LA,Bachelors,103.84916661916957
1055,28.0,58565.76238004027,NY,Bachelors,115.4082625458956
1056,54.0,93253.7450915825,NY,Masters,192.67331501644762
1057,44.0,71045.53472097733,LA,Bachelors,126.11155400305461
1058,42.0,71143.57341522361,LA,PhD,154.32823265990376
1059,,67303.00832272701,LA,Masters,148.2822008687465
1060,40.0,51640.26899885245,SF,Bachelors,151.2660162634483
1061,57.0,80135.45424091582,NY,Bachelors,181.60664949352153
1062,50.0,76141.75782888435,NY,,170.8749308535563
1063,39.0,72530.36988009149,LA,Masters,155.8693394041496
1064,23.0,,,Bachelors,101.33089554309248
1065,22.0,65615.2052599257,LA,PhD,111.20810466242106
1066,26.0,83687.25084321122,NY,Masters,140.49968639042794
1067,41.0,67880.60405190858,LA,Bachelors,131.45213933584296
1068,32.0,69039.08442199166,LA,Masters,126.26153970615493
1069,23.0,77948.3973232566,LA,Bachelors,82.08135550966729
1070,24.0,73119.4139602058,LA,Masters,95.1806410717754
1071,44.0,,,Masters,146.855422098807
1072,,43579.49833790043,NY,Bachelors,110.11523746283044
1073,41.0,74498.61157550894,,Bachelors,113.3805336607812
1074,26.0,59415.91329291747,,PhD,138.81403927648236
1075,58.0,55868.701978676065,LA,Masters,201.25823663410466
1076,59.0,63144.03690933478,NY,PhD,213.18263714210642
1077,51.0,70820.19112722643,LA,Bachelors,183.9276865396163
1078,30.0,,NY,Bachelors,129.7232195183601
1079,55.0,47240.406764822605,LA,Bachelors,167.2073779258857
1080,56.0,61883.74255483271,,Masters,194.36453148508048
1081,43.0,74218.32327214688,NY,,132.49775411808966
1082,45.0,56846.04323824518,NY,Bachelors,151.63700497763875
1083,38.0,53278.24142925227,NY,Masters,150.8123361256581
1084,31.0,36158.01538760583,LA,Masters,119.90244947423982
1085,51.0,60052.09827436962,LA,Bachelors,168.5953151339012
1086,44.0,52755.56201573779,,Bachelors,165.08104344303172
1087,53.0,55241.00675334913,LA,,182.4363791856692
1088,38.0,65922.6954508052,NY,Bachelors,140.90156755057774
1089,38.0,61002.566851856536,LA,Bachelors,122.2845500521513
1090,35.0,52506.43159211041,LA,Bachelors,117.55107651301816
1091,30.0,38262.376521501596,LA,Masters,123.64682959493356
1092,23.0,74534.66957721463,NY,Masters,110.31400515542728
1093,46.0,81292.4082071271,SF,Bachelors,172.86016803627956
1094,30.0,,LA,Bachelors,95.0001958602255
1095,43.0,66013.36455318585,NY,PhD,175.81851172912917
1096,25.0,,NY,PhD,127.83255534597382
1097,47.0,93681.75364918378,LA,Masters,157.5610490062127
1098,50.0,46484.38309261343,SF,PhD,206.9865330708045
1099,55.0,63782.654111911455,SF,Masters,213.34221753134972
1100,44.0,44170.4055380092,LA,Masters,155.1811380410903
1101,,75434.77688103338,SF,,183.17431375739048
1102,32.0,67840.62409317982,NY,Bachelors,106.69402029132493
1103,27.0,73044.88169404116,NY,Bachelors,104.26181997858572
1104,39.0,72296.83843886615,,Masters,171.73588383733363
1105,42.0,84860.62380555274,LA,PhD,185.4241944001685
1106,57.0,,LA,Masters,172.71522980937917
1107,59.0,82457.61936490131,LA,Bachelors,182.52182941929667
1108,55.0,54016.979651545844,SF,Bachelors,183.6419545713026
1109,38.0,,LA,Bachelors,123.27369466974993
1110,,59164.55890766501,SF,Bachelors,184.72416356721132
1111,46.0,60026.95686064029,LA,Masters,158.20044579989653
1112,59.0,74062.63866029492,NY,PhD,212.37071094754216
1113,33.0,74528.77394573914,SF,Bachelors,130.82264172298605
1114,44.0,53922.14796651282,NY,Bachelors,161.63946434450594
1115,43.0,67400.81062339155,SF,Masters,179.50840762482932
1116,42.0,92323.52975304214,LA,Bachelors,155.8304572970115
1117,48.0,47974.95157698858,LA,PhD,190.1825703600995
1118,52.0,92278.28861519089,LA,Bachelors,163.4363122395757
1119,27.0,66374.52322875266,NY,Bachelors,113.68393700427396
1120,48.0,34933.6774984727,NY,Bachelors,151.63936540578584
1121,55.0,49499.023997756405,SF,Bachelors,166.61967747230278
1122,33.0,55547.836933972096,SF,Masters,155.6836249919996
1123,28.0,60641.06048825887,NY,Bachelors,92.47235157215968
1124,31.0,68429.30112061993,SF,Bachelors,139.45318259780063
1125,,29447.79805357642,SF,Bachelors,151.6860493555612
1126,47.0,,LA,Bachelors,139.9168711783822
1127,42.0,54173.642375126736,NY,Bachelors,140.80604906378244
1128,49.0,90857.83857401588,SF,Masters,189.0189274817193
1129,23.0,65947.34918884038,LA,Masters,93.91618079335025
1130,22.0,84142.69257599095,SF,PhD,146.77090959652935
1131,57.0,86655.2346987144,SF,Bachelors,200.2529072037705
1132,47.0,86249.09865199325,SF,Bachelors,154.52034954461234
1133,50.0,61503.898855562715,LA,Bachelors,147.22906588306736
1134,42.0,,NY,Bachelors,145.08441144563696
1135,32.0,66625.40051067527,NY,Masters,147.07081933013092
1136,,,,Masters,142.70459238170764
1137,57.0,62339.57095368756,NY,Masters,174.68439982288763
1138,56.0,68211.06289614628,LA,Bachelors,167.80850073868757
1139,,74103.90724509174,LA,Bachelors,173.1908924598381
1140,45.0,56426.621109282,SF,PhD,189.75746666984173
1141,43.0,55478.37567506323,NY,Bachelors,138.9450114730176
1142,26.0,67626.04177894014,LA,Bachelors,88.23549484127457
1143,54.0,69612.68222427463,NY,PhD,207.70473603805982
1144,57.0,76508.28220002465,NY,Masters,188.76939708123678
1145,41.0,80078.29862427333,NY,Masters,165.3024356422448
1146,40.0,53514.057691425274,LA,Bachelors,121.5335476165371
1147,56.0,57818.72602084653,NY,Bachelors,169.9511616210147
1148,38.0,55438.71568655347,LA,Bachelors,121.23062962717287
1149,55.0,91186.71102387132,NY,Masters,208.9366339814307
1150,30.0,68195.94114696197,SF,Bachelors,130.9806363307863
1151,47.0,70241.93942867531,SF,Masters,189.19831592165437
1152,23.0,70866.6154602027,SF,Masters,126.19717733141587
1153,30.0,59264.94979423541,SF,Masters,130.90078854643963
1154,30.0,93464.04278419046,,Bachelors,120.33790387536239
1155,38.0,76165.39982228092,SF,Bachelors,137.9466566823574
1156,22.0,70593.85794666923,LA,Masters,111.73935433671973
1157,46.0,53421.15368274151,NY,Masters,173.09021346013742
1158,46.0,52571.01262515633,NY,Masters,153.42978347805257
1159,56.0,65366.38702591347,NY,Bachelors,195.1411862648835
1160,24.0,59500.123096422554,LA,Masters,102.0604906127443
1161,58.0,53988.334816801726,LA,,196.6933135378743
1162,51.0,,SF,Bachelors,188.60080458872125
1163,59.0,66753.57957586166,SF,Masters,187.54945634846644
1164,55.0,72126.78130690404,,Masters,187.9310483250756
1165,33.0,62441.20792938606,LA,Bachelors,110.47188766674844
1166,40.0,54885.98958009953,SF,Bachelors,125.9765196103872
1167,,55406.1867101313,NY,Masters,188.8909765431482
1168,38.0,88194.59093839282,LA,Bachelors,121.9816982211864
1169,31.0,51223.634704573866,NY,Masters,141.0054591558541
1170,33.0,75447.73447436905,LA,Masters,126.75552987885449
1171,,,NY,PhD,170.09294094125568
1172,45.0,68180.86786246496,SF,,174.6659510861004
1173,40.0,,LA,Bachelors,142.73974017810133
1174,29.0,77525.78489541549,NY,,118.81134296195862
1175,52.0,97643.54572456976,,,188.5342966468228
1176,,60234.039971276914,LA,Bachelors,123.9780315868885
1177,38.0,60490.81885159872,SF,Masters,161.61802690537442
1178,44.0,77913.05738020022,LA,Masters,183.93524034900048
1179,58.0,66078.01544021195,LA,Bachelors,183.5957934826016
1180,37.0,,NY,Bachelors,126.91797141861036
1181,27.0,75125.50575446406,,Masters,132.02961913231252
1182,29.0,54331.38670214926,,PhD,129.8393192535131
1183,46.0,43947.75387183962,LA,Bachelors,151.90095056198373
1184,39.0,68826.42111485104,NY,PhD,172.79105853708137
1185,46.0,68663.1530570015,LA,Masters,162.5678169854023
1186,33.0,74706.4888496258,LA,PhD,150.67655673558275
1187,36.0,88160.35860633854,SF,Bachelors,139.05073008013758
1188,47.0,86186.69955990891,SF,,165.05407090567977
1189,47.0,61316.48451495351,,Masters,149.7843185349665
1190,53.0,,LA,PhD,186.273518056812
1191,31.0,51488.18297486394,NY,Bachelors,120.89916431177673
1192,37.0,58947.97442017932,,Masters,151.03077581527302
1193,28.0,64499.026779414715,,PhD,126.47986218662753
1194,38.0,74575.9320844775,,Bachelors,164.2562762892593
1195,,,NY,Masters,190.2128736946081
1196,,74205.87956669972,SF,PhD,209.2764761291308
1197,42.0,75430.60218788579,NY,Bachelors,153.23234146840366
1198,43.0,72150.15823893834,LA,Bachelors,130.2618399189258
1199,28.0,,LA,Masters,103.27041681574654
1200,35.0,,NY,Bachelors,125.17733777420348
1201,36.0,101219.04443150084,NY,Bachelors,132.05172732000554
1202,28.0,73688.45240369358,SF,PhD,163.07831369151063
1203,30.0,25703.87349023095,SF,,120.72478992894415
1204,29.0,88613.19358070355,NY,Masters,150.51699942218312
1205,44.0,59458.783349509205,SF,Masters,177.8585985008357
1206,,103985.69035743538,LA,Bachelors,141.652460608812
1207,39.0,71745.45177048941,LA,Bachelors,129.9445660243082
1208,52.0,44729.489590212615,LA,Bachelors,150.76467095267125
1209,51.0,39029.53765061872,SF,Bachelors,167.33578053859222
1210,56.0,93096.11144013818,LA,,176.09982558586083
1211,39.0,86588.57478875908,NY,Masters,151.3986833733587
1212,38.0,,SF,Bachelors,168.1627682390018
1213,35.0,,LA,Bachelors,119.2332080777852
1214,52.0,69152.0517493048,NY,Bachelors,177.7049801292714
1215,45.0,64259.21811762164,LA,,167.4555115430196
1216,56.0,60125.646381111685,LA,Bachelors,168.9574625696526
1217,55.0,64113.55668313277,SF,Bachelors,176.45434208291195
1218,24.0,73261.94998486045,LA,Masters,89.9430611652328
1219,58.0,57341.488196318474,NY,Bachelors,181.41913769118446
1220,47.0,44960.65979689025,LA,Bachelors,158.7377895256951
1221,44.0,,LA,Masters,165.24984748090478
1222,36.0,57007.06601959852,NY,Bachelors,132.844088921045
1223,25.0,21408.434125898966,LA,Masters,110.24512353062303
1224,50.0,78288.51085985516,SF,Bachelors,174.76329682993688
1225,43.0,53379.114428244575,NY,Bachelors,142.8203446392498
1226,46.0,,LA,Bachelors,138.81523788427566
1227,34.0,79567.72159773973,NY,PhD,146.46820642089114
1228,39.0,74253.85017284249,NY,Masters,171.4414121731649
1229,54.0,107452.26760534744,NY,PhD,214.00930037728716
1230,37.0,67929.22225041434,NY,Masters,143.7925163334456
1231,23.0,65715.40648752118,SF,Masters,141.34028161742566
1232,56.0,,NY,Bachelors,201.33002776047272
1233,55.0,,LA,Bachelors,195.71831511281547
1234,51.0,87407.40306091015,NY,Bachelors,166.5130216390573
1235,34.0,50967.91138636717,SF,Bachelors,136.09102418324895
1236,,51217.3832880349,LA,Bachelors,121.5582545564695
1237,,81487.14236989326,LA,Bachelors,145.38133702727345
1238,53.0,52527.83590992095,NY,Bachelors,173.2213452159641
1239,53.0,79136.47909664072,LA,Bachelors,153.8319105935186
1240,56.0,75550.04269315548,NY,,173.4882059000523
1241,50.0,59582.67570958505,SF,Masters,202.15762152227222
1242,50.0,75507.55240350151,LA,,197.23065402768663
1243,37.0,51481.113313236405,LA,Bachelors,120.83014340762466
1244,31.0,55001.501106044496,LA,Bachelors,105.31325892837788
1245,51.0,66442.18392381902,NY,Bachelors,166.42903197131622
1246,46.0,71183.9172860833,LA,PhD,193.23774699032936
1247,41.0,65445.421945182134,LA,Bachelors,125.22828741668503
1248,,,LA,Masters,98.92575857013041
1249,22.0,75826.99622572436,LA,Bachelors,104.20116758482023
1250,51.0,,NY,Bachelors,169.46816480540548
1251,24.0,68570.71979282494,NY,Bachelors,99.9495412002925
1252,35.0,87918.45146776193,SF,Bachelors,145.72665925588785
1253,,,LA,PhD,183.9633317223905
1254,25.0,,LA,Bachelors,102.18134637774065
1255,39.0,68091.12970146589,SF,Masters,159.3963727947509
1256,58.0,63694.619178205176,NY,Masters,211.80451013396828
1257,46.0,88865.413333656,SF,Masters,166.2172755166444
1258,22.0,75781.48857611894,,Bachelors,110.53792142270606
1259,36.0,89224.88825175849,SF,Bachelors,139.25666981816426
1260,30.0,80751.9819698425,SF,,119.18364629756037
1261,,38398.56862900757,NY,Bachelors,137.2493885372877
1262,45.0,75644.82665546774,NY,Masters,167.0425738376832
1263,25.0,74668.23846927234,,Bachelors,98.14685752033954
1264,33.0,71996.60353695945,NY,Masters,151.03698334934143
1265,58.0,68016.35418814926,NY,,193.6356106097321
1266,58.0,46117.847083085086,LA,PhD,199.04100253285202
1267,27.0,83112.65375857484,NY,Bachelors,103.40704360023811
1268,45.0,75606.52642140242,,Bachelors,168.11717452437497
1269,32.0,86529.35046096136,SF,PhD,174.39994303417467
1270,34.0,46918.667135871205,SF,Bachelors,130.96718392609583
1271,,77607.01734317903,LA,PhD,205.58281548900572
1272,,66480.10993680156,SF,Bachelors,167.57507546141179
1273,28.0,72156.82014888294,SF,Bachelors,124.19526465650615
1274,25.0,66652.60548728664,LA,Masters,96.37663051183101
1275,29.0,,NY,PhD,134.4758434511933
1276,41.0,67556.9031851263,SF,Bachelors,130.6099059917911
1277,50.0,54221.276124164666,SF,PhD,211.22446199886568
1278,31.0,71296.38128179287,LA,Masters,109.70995297979611
1279,55.0,66787.38194296749,NY,,214.53875163486964
1280,47.0,,LA,Bachelors,154.79112437198532
1281,24.0,22182.827859397854,,Bachelors,87.06864372326336
1282,27.0,80239.54125353058,SF,,165.06088908790733
1283,26.0,65280.04573979828,SF,PhD,161.98618485796456
1284,26.0,49777.696389726014,NY,Bachelors,117.17834940484252
1285,44.0,83838.45275272214,LA,Bachelors,133.27282115506085
1286,30.0,79545.48591629395,NY,Bachelors,123.34236278557351
1287,56.0,65090.19705587716,LA,Masters,197.9602807423284
1288,41.0,52717.45930719972,NY,,158.31726986985998
1289,56.0,72670.46102019059,LA,Bachelors,155.66939009114398
1290,,,NY,Bachelors,136.19752258165698
1291,38.0,83865.01424487673,NY,Masters,142.9145087246737
1292,45.0,63343.96727709265,LA,Bachelors,161.67500134200486
1293,24.0,87923.83202297494,NY,Bachelors,106.42752661946365
1294,53.0,61896.20494996349,LA,Masters,186.888326241821
1295,56.0,49812.52323186367,NY,Masters,199.75605448629068
1296,59.0,53015.75866784078,LA,Bachelors,181.3734861907822
1297,34.0,69063.82691296577,,Bachelors,127.12967186691776
1298,46.0,69017.28236411902,SF,Masters,176.29559706609592
1299,,74917.91711126163,SF,,141.71187032946352
1300,25.0,68644.38953322338,SF,Masters,121.75991847494618
1301,35.0,84659.77774096494,NY,PhD,155.55467321202113
1302,58.0,66083.58852306136,NY,Masters,198.5865708114613
1303,55.0,40055.856026928755,LA,Masters,176.05079415429617
1304,,68183.5496730131,SF,Bachelors,131.22551288869488
1305,24.0,39898.31968350278,SF,Bachelors,105.1672286426696
1306,49.0,74070.86471496547,NY,Bachelors,156.61424799369854
1307,50.0,85857.89498477374,NY,,157.15807419625273
1308,30.0,55206.63270576221,NY,Masters,130.2692245086869
1309,24.0,91278.35029587775,LA,Bachelors,100.53411675040923
1310,46.0,82642.46867092646,LA,Masters,167.8144142862931
1311,55.0,88097.20233122582,NY,Bachelors,163.75478624236
1312,33.0,,LA,Bachelors,122.01124592396985
1313,,55108.52236372269,LA,PhD,146.64243121408285
1314,36.0,,,Bachelors,130.14122332066307
1315,46.0,60630.986398474895,NY,,166.26136275897224
1316,26.0,71768.26759155032,SF,Bachelors,108.59419246583201
1317,32.0,67429.73510794571,LA,PhD,142.69916173471967
1318,55.0,86870.43785195344,SF,Bachelors,206.87945265515003
1319,45.0,80954.90508884993,SF,Masters,196.04860001833873
1320,36.0,68791.51302531443,NY,Bachelors,129.98577491783908
1321,59.0,40725.8920968977,NY,Masters,208.16014993056083
1322,29.0,60471.58800206198,LA,Bachelors,109.82486223435083
1323,26.0,80563.33434226626,NY,Masters,138.79897969522597
1324,47.0,74201.65391569877,SF,Masters,186.92087005600874
1325,39.0,47451.67098380708,LA,Masters,130.27519785123198
1326,27.0,42901.18041296666,SF,Masters,127.45598793154335
1327,,72932.63725236185,NY,Masters,232.2526720855277
1328,34.0,54144.14248426336,NY,,127.57955312569109
1329,49.0,55588.05308743635,LA,Bachelors,153.22631333977324
1330,26.0,80089.11593173981,NY,Masters,144.33889903979411
1331,34.0,88033.58170623511,,Bachelors,108.52391085040489
1332,38.0,58739.46959445553,SF,Bachelors,118.08058377051483
1333,53.0,69328.5953858174,LA,Bachelors,137.84317117246403
1334,50.0,68886.3000102346,LA,Bachelors,147.81331236277103
1335,24.0,67536.93842955225,NY,Bachelors,83.07213001328277
1336,55.0,70608.97714234448,NY,Masters,203.6960324583188
1337,48.0,81347.48391760234,SF,Bachelors,173.93534042480277
1338,34.0,59891.13479905607,SF,Bachelors,114.05727251197855
1339,54.0,47120.836982259,LA,Masters,163.9313245567039
1340,27.0,95350.14900405641,SF,Bachelors,131.71541089103064
1341,45.0,86341.32886735075,LA,Masters,160.88524371168234
1342,,53445.43193125903,NY,Masters,169.47413072115592
1343,,72034.4801316393,NY,PhD,179.5714868887944
1344,49.0,85160.53246879166,SF,Masters,177.40121425901907
1345,54.0,81235.65916789058,NY,Bachelors,185.0691070234012
1346,34.0,76930.19964893928,LA,Bachelors,121.70571864692468
1347,46.0,67446.59662612385,LA,Bachelors,126.08065432241534
1348,57.0,,LA,PhD,195.7165990627518
1349,,73312.8830868919,LA,Bachelors,175.3092202077559
1350,59.0,62275.611110189646,NY,Bachelors,178.71462206507022
1351,28.0,83066.13593268393,NY,Bachelors,115.43785660063837
1352,26.0,71440.87962927131,LA,Masters,108.95112770329196
1353,52.0,75246.96590880434,LA,Bachelors,162.84711815512887
1354,44.0,73047.2380238681,LA,PhD,174.6769088398922
1355,31.0,77451.63360650364,LA,Bachelors,118.24993827369197
1356,53.0,55323.15619901189,NY,Bachelors,182.1028346914897
1357,,48233.404192449874,SF,Bachelors,178.60858184344076
1358,52.0,91511.99084850376,LA,Masters,167.61574919790993
1359,39.0,73743.76842683755,NY,PhD,167.76186232758536
1360,57.0,81562.70916112869,LA,Bachelors,158.00331139840205
1361,23.0,,SF,Bachelors,103.89985145029814
1362,35.0,86000.24663071753,SF,Masters,136.27575786078953
1363,34.0,62177.71531966349,NY,Bachelors,127.67558060991061
1364,50.0,57906.72749786433,LA,Bachelors,158.27625138649293
1365,,69049.4024855202,NY,Bachelors,133.3144957159401
1366,23.0,55330.29684186213,NY,Bachelors,85.51235394119617
1367,53.0,69974.02452661589,LA,Bachelors,151.7770079702192
1368,34.0,67954.9247947827,LA,Bachelors,130.96521067702054
1369,48.0,85905.93857850824,LA,Bachelors,137.748932913622
1370,38.0,92700.16753209205,NY,Masters,172.22016889147378
1371,52.0,92222.73689262374,NY,Bachelors,162.4499383104982
1372,55.0,,LA,,172.77220805155994
1373,45.0,55972.497552350724,NY,Bachelors,161.16699835923146
1374,56.0,35876.69854266457,NY,,199.92898322868388
1375,27.0,52096.86588347454,NY,Bachelors,123.99924278128401
1376,40.0,60257.226836442525,LA,Masters,126.49724755115557
1377,51.0,76158.42422840415,NY,Bachelors,173.882691247187
1378,28.0,62201.00148261189,LA,,135.02830451626966
1379,31.0,62618.94893577031,NY,Bachelors,107.23747741309123
1380,53.0,72726.47024799645,NY,Bachelors,192.22378773993063
1381,55.0,44360.35532188283,LA,PhD,204.6279122017062
1382,49.0,57421.10270554204,NY,Masters,177.16835303449594
1383,36.0,62446.65061273941,,Bachelors,125.03792828044809
1384,51.0,66963.97017052984,,PhD,185.89501613569354
1385,58.0,71154.30985338318,LA,Bachelors,163.36011213992506
1386,50.0,,NY,Bachelors,163.3741783051303
1387,43.0,83625.04241621643,NY,PhD,187.0090185045915
1388,25.0,58460.34963262098,LA,,105.58475768575394
1389,41.0,66080.06410822798,SF,PhD,179.29399027233856
1390,53.0,65058.41294361815,NY,Bachelors,161.9694233210978
1391,57.0,62287.712252188845,LA,Masters,193.0057721576226
1392,25.0,74087.73738731365,LA,Masters,107.10452939183727
1393,48.0,42103.30670543638,LA,PhD,165.47138828765134
1394,38.0,83210.71582009726,SF,Masters,152.14467389897553
1395,,95403.26186073033,NY,Bachelors,122.49845060694842
1396,43.0,65952.39188992274,SF,,171.59606057848276
1397,38.0,65659.53362323256,NY,Bachelors,136.52496407326163
1398,31.0,72355.66370813007,NY,Masters,120.39103094785844
1399,,85290.78965440315,SF,PhD,140.10148413098608
1400,43.0,65135.59424774136,LA,Bachelors,147.57620753968848
1401,47.0,84009.17749152605,LA,Masters,134.9840240924895
1402,39.0,77327.42008679864,LA,Bachelors,125.7691968870796
1403,35.0,,LA,Bachelors,103.09725948925507
1404,50.0,65070.06977256556,NY,Bachelors,165.28048590328925
1405,33.0,40359.9932841875,LA,Masters,112.06655081031332
1406,57.0,48505.91318971729,NY,Bachelors,183.78098187661928
1407,56.0,70178.92356100236,SF,Masters,222.0735207797747
1408,,,SF,Bachelors,124.12213803436849
1409,,60212.36289368914,NY,Masters,117.0640851708035
1410,50.0,66536.01325187006,LA,Bachelors,150.9629270357468
1411,32.0,80272.64105997363,NY,Masters,139.39772717469356
1412,54.0,55521.51098682314,NY,Bachelors,165.03039772821202
1413,27.0,60830.95901207773,SF,,129.13112680593056
1414,,52484.099685846086,NY,,123.40446153383223
1415,53.0,87673.42139323843,LA,Masters,174.34166190836595
1416,32.0,93125.0921769455,SF,Bachelors,135.0291169107056
1417,44.0,46308.7751576041,SF,Masters,180.36298930198637
1418,47.0,67867.21751517666,LA,Bachelors,133.44668223244736
1419,55.0,91108.88462597417,LA,Masters,187.40943636166872
1420,55.0,75980.42775433356,LA,Bachelors,199.99683297741856
1421,50.0,62661.41150501358,SF,Bachelors,190.94870738698748
1422,25.0,46807.56820583652,LA,Bachelors,85.953726537535
1423,38.0,,LA,Bachelors,127.81080201839906
1424,56.0,75407.72822416745,NY,,180.68052647172985
1425,34.0,47905.20418387366,NY,PhD,164.51075535704186
1426,36.0,87848.36580812486,LA,PhD,152.2917887831691
1427,50.0,45993.946573631954,SF,Masters,187.14825950555067
1428,50.0,66692.70768748883,SF,,168.3594687976944
1429,32.0,66030.77944941806,SF,Bachelors,141.59561696314074
1430,53.0,94275.71993271753,LA,Masters,182.38074093643584
1431,23.0,66084.30712179771,LA,Bachelors,91.3289327695277
1432,35.0,,SF,PhD,185.32500584606797
1433,41.0,49553.82482653459,LA,Bachelors,144.81388494171168
1434,43.0,60394.03481412091,NY,PhD,193.36074171958376
1435,32.0,57740.568086790365,LA,Bachelors,122.34126354459232
1436,48.0,58521.66450992961,SF,,200.96754747787477
1437,24.0,70094.26787337809,NY,Bachelors,91.13757930931445
1438,38.0,33487.35421236111,SF,,176.35271353804518
1439,49.0,,NY,,169.4833451806504
1440,50.0,68334.71689589268,LA,Masters,161.87809290938137
1441,42.0,71818.82024655897,LA,Masters,147.24020876476007
1442,37.0,66498.50802034157,LA,Bachelors,125.10411253225843
1443,58.0,69388.08265322559,LA,Bachelors,173.4741679590335
1444,41.0,63863.25079517123,SF,,153.71471752523883
1445,27.0,69722.43095155506,LA,,86.83498001921313
1446,40.0,76512.13330393324,,Bachelors,140.6829382553187
1447,,,LA,Bachelors,97.39652089902104
1448,24.0,59665.62382812257,,Bachelors,116.53666862867189
1449,22.0,83726.42109374425,,Masters,108.66276243492474
1450,59.0,,NY,Masters,196.8916275091469
1451,36.0,88483.20934509653,SF,Bachelors,148.6687689683184
1452,55.0,91493.08646900623,,PhD,172.4122340774255
1453,56.0,48359.09917940131,,PhD,201.76087941272985
1454,46.0,57114.58691696936,NY,Masters,165.1474488595532
1455,45.0,82203.22059955826,NY,Bachelors,156.39734539204937
1456,33.0,45026.61369806579,SF,Bachelors,144.7633270913289
